id,day,start_time,end_time,duration,school_year
vyAUd3X9guUr,Monday,17:27:50,14:48:47,1 Hour,2005-2006
W1uii8B7bP2x,Tuesday,07:53:58,16:18:49,2 Hours,2026-2027
x8CyztLpauEp,Thursday,12:50:25,01:48:59,2 Hours 30 Minutes,2009-2010
PkGLWthb0RBF,Friday,15:07:16,08:41:28,1 Hour 30 Minutes,2016-2017
hfDfMnPtXQVQ,Tuesday,00:14:19,13:54:11,1 Hour 30 Minutes,2015-2016
xrQT6yttszyA,Thursday,14:23:52,23:11:22,1 Hour,2008-2009
gArhtHbZbgqq,Tuesday,08:17:12,11:00:52,2 Hours,2022-2023
diOIjPg8mGV1,Tuesday,17:51:18,17:56:16,1 Hour,2024-2025
YbeUSs8AXQuW,Wednesday,10:10:55,10:13:10,2 Hours 30 Minutes,2011-2012
jloPtzaO4ch6,Friday,23:58:16,16:22:33,1 Hour,2015-2016
DmAgsH12rdPV,Sunday,05:05:53,14:40:25,1 Hour,2008-2009
1egf6TMNoSXE,Wednesday,15:59:24,07:30:31,1 Hour,2014-2015
Hdx6zclUbBLb,Friday,11:51:43,17:34:52,1 Hour,2013-2014
dJkegZxUG3sA,Friday,10:54:30,18:47:14,1 Hour,2007-2008
OCK9ug49IgTq,Sunday,18:55:31,05:59:03,2 Hours 30 Minutes,2014-2015
ZXJMWhERydoZ,Sunday,06:30:57,04:32:45,1 Hour 30 Minutes,2021-2022
4HoAwLmWOMR6,Monday,15:14:40,13:19:51,2 Hours,2011-2012
tvXQa0YJI1es,Tuesday,04:16:58,12:56:16,2 Hours,2026-2027
gJjhVjGxgDt3,Tuesday,00:58:12,01:16:06,1 Hour,2018-2019
9Malpxe9xvxI,Thursday,07:12:48,08:52:16,2 Hours,2018-2019
uRU97A9aG1Q5,Wednesday,21:37:35,19:41:51,2 Hours,2024-2025
vuegin3xWgn6,Thursday,10:27:54,09:07:01,2 Hours,2005-2006
K2DIsiEuxP4x,Saturday,11:56:41,03:28:57,1 Hour 30 Minutes,2024-2025
BeQzB51CdlJv,Monday,15:26:11,07:22:18,2 Hours,2009-2010
BADZsUiH7s1T,Saturday,20:36:58,02:04:37,2 Hours 30 Minutes,2026-2027
2qEc5XtqinKa,Saturday,15:00:37,23:58:55,2 Hours 30 Minutes,2016-2017
eV6HbMXZPxKK,Friday,19:40:21,03:17:30,1 Hour,2009-2010
iGf1WIurmx2a,Saturday,12:07:24,12:20:10,1 Hour,2012-2013
CQ8Tq2P2Ok3V,Monday,16:50:09,23:13:22,1 Hour,2020-2021
lSpB1f6CM1QV,Sunday,04:58:31,22:43:54,2 Hours,2017-2018
Y0vQEFubbFGM,Saturday,03:01:20,09:04:36,1 Hour 30 Minutes,2020-2021
c82OufIOh2uU,Tuesday,10:34:52,18:15:58,1 Hour,2015-2016
1MKIVxQiGZeG,Monday,07:49:45,19:18:53,1 Hour,2005-2006
TxJRDo7ir1Vk,Monday,07:11:12,15:40:23,1 Hour,2017-2018
E8ovK3XmTdXI,Saturday,01:36:25,22:17:23,2 Hours,2004-2005
5RINoXHRlmzB,Saturday,10:27:27,02:13:58,1 Hour,2027-2028
0z65Ni0PtEag,Friday,06:19:46,08:07:27,1 Hour 30 Minutes,2007-2008
pdJAUBfs4D1c,Saturday,23:14:00,08:47:53,1 Hour,2009-2010
QzPrOoWKqt8u,Saturday,11:06:49,15:31:19,2 Hours,2022-2023
3ad9sw6HxAa1,Saturday,06:14:23,17:02:47,1 Hour,2004-2005
UKHqDGzXRjiS,Saturday,08:09:54,14:02:38,1 Hour,2022-2023
AYwkWefpz6Bw,Friday,19:55:10,22:45:25,2 Hours 30 Minutes,2007-2008
mrVqnlfvwnYv,Wednesday,00:25:03,07:50:49,1 Hour 30 Minutes,2004-2005
o3CWV74SO4D1,Tuesday,12:29:08,12:41:25,2 Hours,2003-2004
7BLMK3uEOaik,Tuesday,03:53:22,18:11:05,1 Hour 30 Minutes,2008-2009
6l0CaPdFSGL2,Tuesday,11:02:04,04:47:23,2 Hours 30 Minutes,2024-2025
Fsh1RwvmXlLy,Sunday,06:20:47,16:03:32,1 Hour,2018-2019
upE0zkWxQ3Vj,Friday,20:21:02,14:13:29,2 Hours,2023-2024
o5Xget1q2DGC,Monday,08:26:13,11:42:58,1 Hour 30 Minutes,2001-2002
7sftnqPPI1nS,Sunday,09:24:57,15:39:47,2 Hours 30 Minutes,2007-2008
7BKZC6izIw8T,Wednesday,06:10:13,01:11:52,2 Hours 30 Minutes,2015-2016
EYYljRptCktX,Monday,04:29:49,03:53:43,1 Hour 30 Minutes,2021-2022
iYIffyHQP6iy,Monday,07:22:23,08:59:36,1 Hour 30 Minutes,2007-2008
9Mf3eimlJdrB,Saturday,20:37:20,13:37:45,1 Hour,2005-2006
i4OJ1xH2dAQq,Sunday,04:28:45,05:59:52,1 Hour,2016-2017
w86aqUwtVKWx,Saturday,15:58:25,09:43:26,1 Hour,2011-2012
RZJRxxlPxCkc,Friday,06:32:43,12:23:51,2 Hours,2017-2018
MQTqMNBuMc8v,Saturday,05:22:44,10:25:43,1 Hour 30 Minutes,2019-2020
X5Q8pa4PImlF,Thursday,21:46:51,21:03:11,2 Hours,2022-2023
MPgwJzHf0vz5,Thursday,10:12:10,11:02:41,1 Hour 30 Minutes,2015-2016
pwtGgpGa4Jly,Monday,00:03:43,02:23:16,1 Hour,2005-2006
2GKFe9t6LA7V,Monday,16:31:31,22:18:36,1 Hour 30 Minutes,2015-2016
j362GFrAeJZB,Saturday,15:12:36,11:31:36,1 Hour,2023-2024
QWOd5eu6j3H4,Tuesday,21:35:19,23:24:39,1 Hour,2024-2025
HhmPxYvaq4Rz,Tuesday,04:58:57,14:13:48,2 Hours 30 Minutes,2002-2003
I2ekIIGI1QRg,Saturday,14:05:00,04:25:34,1 Hour 30 Minutes,2005-2006
UjLztQpT0Cmt,Wednesday,10:47:11,07:23:40,2 Hours 30 Minutes,2010-2011
brEmmI6MxjzE,Tuesday,02:26:21,21:32:29,1 Hour,2017-2018
9abzjgp6O4mj,Wednesday,12:34:05,06:45:36,1 Hour 30 Minutes,2027-2028
xRPuT86MFcSs,Wednesday,02:52:18,13:54:21,1 Hour 30 Minutes,2001-2002
kg2CtdXAnsYB,Saturday,07:46:10,05:17:37,2 Hours 30 Minutes,2006-2007
WTBrzZg15bD3,Tuesday,17:37:04,05:50:56,2 Hours,2022-2023
cYw9yULdVpwA,Saturday,09:14:17,15:56:31,1 Hour 30 Minutes,2007-2008
GmAtPkelvqAO,Tuesday,20:14:56,12:02:37,2 Hours,2010-2011
VV6gIeEOcKoP,Saturday,09:58:40,03:56:27,1 Hour,2011-2012
iWAHwCRjAHhz,Tuesday,13:31:36,19:08:04,1 Hour 30 Minutes,2024-2025
SoJarfzWw4jE,Thursday,14:59:19,14:11:05,2 Hours,2025-2026
PlXPo1NXzXI8,Wednesday,09:30:38,14:12:50,1 Hour,2017-2018
Z31FAMvOAFfh,Friday,21:38:44,08:18:50,1 Hour,2007-2008
88OXkGBHiR4A,Thursday,03:42:37,09:18:06,2 Hours,2016-2017
ZWhsmPlV1z91,Sunday,18:21:12,10:07:13,2 Hours,2005-2006
coZNaHBV2pQC,Friday,10:35:37,22:55:48,1 Hour 30 Minutes,2027-2028
UIgPmlDwTeJI,Tuesday,02:21:30,06:11:10,2 Hours,2019-2020
4MUv5Icti8qi,Friday,01:26:48,14:39:36,2 Hours 30 Minutes,2016-2017
CWH8BI4bWqEp,Tuesday,21:44:06,04:23:37,2 Hours,2025-2026
7Yv3zYJzLltV,Sunday,12:55:48,16:37:49,2 Hours,2003-2004
Tsc0DA9dpyHZ,Tuesday,21:59:44,01:53:48,1 Hour,2002-2003
edLUO3uYDID2,Monday,08:35:33,01:54:34,1 Hour,2009-2010
uta7dE6GTLU9,Sunday,01:53:26,22:44:19,2 Hours 30 Minutes,2009-2010
Dah57jImiYx7,Friday,02:54:19,17:16:27,1 Hour,2013-2014
XckURLT5XHUH,Tuesday,02:02:17,20:05:07,2 Hours,2010-2011
vmm4msfYwArf,Friday,00:59:03,20:01:46,1 Hour,2009-2010
o6kx92fSQUvF,Sunday,02:46:29,22:05:11,1 Hour 30 Minutes,2011-2012
cP3mnf3SiIOt,Monday,02:34:45,15:23:25,2 Hours,2007-2008
pFSYdbGjO67y,Thursday,10:24:54,08:18:27,2 Hours 30 Minutes,2013-2014
OJp3OQRpdN5Z,Thursday,13:47:26,23:39:55,1 Hour,2002-2003
XhRPt8kHEBXX,Sunday,00:22:24,12:53:27,1 Hour,2011-2012
nU0y7IsXwk76,Thursday,15:18:39,18:14:53,1 Hour,2025-2026
wLVWWxCTplfG,Monday,18:53:27,07:51:15,1 Hour 30 Minutes,2027-2028
WF1eBOx8eWR4,Friday,00:16:09,08:57:24,1 Hour,2026-2027
U9doEXK7YF0r,Tuesday,23:59:19,11:44:53,1 Hour,2022-2023
01Hsb7KaOU9W,Sunday,20:13:21,21:58:10,1 Hour 30 Minutes,2020-2021
s4iwBK5xk8sf,Sunday,10:56:43,12:16:38,2 Hours 30 Minutes,2001-2002
QWRArn28do4E,Thursday,02:35:31,11:15:43,2 Hours,2012-2013
2tkebYqU8eg9,Monday,14:25:37,11:50:37,1 Hour 30 Minutes,2027-2028
g3toAFh4zFIb,Thursday,15:25:13,11:07:16,1 Hour,2004-2005
UqdjKKODB0hl,Thursday,23:33:51,02:32:34,2 Hours 30 Minutes,2010-2011
0ZYaTjqITxFO,Sunday,14:14:53,09:02:05,1 Hour 30 Minutes,2017-2018
SWvFpDx0kNvc,Wednesday,14:02:21,22:04:37,1 Hour,2005-2006
ROq1OcKkQkdl,Monday,21:00:33,15:59:39,2 Hours 30 Minutes,2004-2005
bALDboBT46JL,Thursday,14:32:19,17:10:48,2 Hours,2007-2008
tadpDE8BXlYC,Monday,05:55:23,14:51:55,1 Hour,2005-2006
OfzUgnJ6KeWG,Friday,02:58:32,21:25:51,1 Hour 30 Minutes,2012-2013
iX943NJvck4y,Monday,09:41:43,06:31:37,1 Hour,2003-2004
Yi7Iv93BkocG,Saturday,19:46:28,19:54:54,2 Hours 30 Minutes,2001-2002
L6ln02wRm5WP,Monday,22:41:45,20:14:55,2 Hours,2010-2011
8XumaxbHfxXr,Wednesday,18:09:04,09:50:47,1 Hour,2002-2003
FZVjFDnB7Y4B,Sunday,08:51:52,16:33:25,2 Hours 30 Minutes,2010-2011
WxyvI56emQM2,Thursday,21:02:20,07:08:57,2 Hours,2009-2010
c6M28aiJCBGc,Thursday,07:47:18,09:21:42,2 Hours,2007-2008
9dNfsqH5e9c1,Friday,01:16:15,20:05:01,2 Hours 30 Minutes,2009-2010
ftRnsh4TQH9o,Friday,20:45:19,05:04:40,1 Hour,2004-2005
vKAzzmIAMzI3,Tuesday,21:17:17,09:45:19,2 Hours,2010-2011
VYI4BJ3uvveN,Thursday,05:44:29,03:06:36,1 Hour,2020-2021
shk8SWxnn1hu,Wednesday,16:35:41,11:50:26,2 Hours 30 Minutes,2004-2005
TMRCpJlC1qDE,Friday,23:24:26,12:08:30,2 Hours,2002-2003
bx28FQMACeVK,Friday,13:36:18,18:38:18,1 Hour,2017-2018
VUli4A68N524,Friday,08:10:57,19:43:11,1 Hour 30 Minutes,2013-2014
3xZhdcMam1BI,Sunday,08:45:53,11:32:11,2 Hours,2002-2003
rVEsQPXXTsht,Sunday,21:22:04,09:37:34,2 Hours,2003-2004
MLwLoVXmpOnl,Thursday,14:32:23,19:48:34,1 Hour,2019-2020
bxFcL7QHgdLi,Wednesday,21:03:52,08:23:58,2 Hours,2002-2003
HQkGBxtcE74p,Thursday,18:16:16,18:45:02,1 Hour,2002-2003
obYZcuHdA28y,Thursday,19:01:23,23:58:11,2 Hours 30 Minutes,2010-2011
IOEKnnEfXtQo,Sunday,19:00:16,06:57:49,2 Hours 30 Minutes,2007-2008
sagYxRvUr3OG,Friday,09:48:34,00:09:07,1 Hour 30 Minutes,2021-2022
hnlyNsscxNzE,Saturday,06:09:14,23:04:57,1 Hour 30 Minutes,2020-2021
eIH1I7gdDsrw,Monday,21:05:18,09:19:25,1 Hour,2013-2014
qezKWQbXkldB,Saturday,08:21:42,08:59:14,1 Hour 30 Minutes,2022-2023
VcvGGyJjW4VB,Sunday,20:25:37,04:17:24,1 Hour 30 Minutes,2015-2016
x2HxIk0rQRJi,Friday,18:55:32,05:10:28,2 Hours,2026-2027
RLbDdm4QWmiX,Tuesday,13:41:14,13:40:55,1 Hour,2023-2024
xyz08i1x3Hcu,Friday,11:37:38,16:26:40,1 Hour,2022-2023
zRH3kMbsYusb,Tuesday,09:26:19,22:48:21,1 Hour,2006-2007
BzNuh9YRqfNj,Saturday,07:38:22,23:22:30,2 Hours,2001-2002
hv3V0DhEKu3d,Tuesday,04:59:18,13:05:25,2 Hours,2022-2023
smKzS8gqB8np,Monday,07:07:52,11:06:10,1 Hour,2009-2010
FtfLYy3hSCpT,Thursday,08:03:18,06:12:10,1 Hour 30 Minutes,2012-2013
YE91wEtO2iXH,Friday,02:30:01,20:59:28,2 Hours 30 Minutes,2014-2015
OllISIoiBnnP,Monday,19:57:50,02:24:37,2 Hours,2021-2022
3RvN4pmvje6S,Saturday,23:34:54,15:31:41,1 Hour,2016-2017
oW7PWc5d6cEb,Wednesday,06:10:04,15:22:10,2 Hours,2025-2026
yDY7A9kr9WzO,Wednesday,08:28:44,15:15:16,2 Hours 30 Minutes,2006-2007
nyEMQTMxPFyE,Thursday,19:27:05,16:54:38,2 Hours 30 Minutes,2019-2020
zuE7IxSA8pUu,Sunday,23:55:32,00:20:54,2 Hours,2011-2012
B8Bw4aKXW9PZ,Sunday,09:57:13,22:27:21,2 Hours,2022-2023
2lgqWG0ag8Z5,Wednesday,03:25:52,01:11:06,1 Hour 30 Minutes,2011-2012
HuHVvk5gny7M,Wednesday,23:08:03,00:55:35,2 Hours,2012-2013
uj6pCAoaeBAw,Monday,09:15:44,16:00:50,2 Hours,2007-2008
yBK2xkwZFcXn,Saturday,10:58:56,03:41:25,2 Hours,2010-2011
jNiISy3HGPll,Tuesday,00:49:49,15:37:36,1 Hour,2011-2012
w9JnrhS3vXCH,Friday,21:19:12,18:34:06,2 Hours 30 Minutes,2006-2007
X3m8FUdKNVfX,Wednesday,14:55:52,05:18:53,1 Hour,2014-2015
o4S7wIAiVmBa,Wednesday,07:04:03,00:26:33,1 Hour,2025-2026
fAtPCqHfPB6O,Tuesday,16:09:33,09:06:06,2 Hours,2020-2021
ObOpCpSN78zQ,Sunday,10:50:01,03:56:28,2 Hours,2012-2013
wlSR9qaw5ioH,Monday,09:34:05,17:06:07,1 Hour 30 Minutes,2001-2002
Ydh36W13jT7Z,Thursday,03:35:12,22:08:40,1 Hour,2010-2011
tajLNnevwpHd,Wednesday,09:42:49,11:03:32,2 Hours,2017-2018
ww8UZEpB2kw0,Wednesday,02:57:08,21:14:01,2 Hours,2004-2005
CjtDiMM5cClY,Friday,01:45:55,21:39:14,2 Hours,2023-2024
7JktpRlnn1Gg,Saturday,15:17:47,13:24:18,2 Hours,2023-2024
HMdBm7BRnvRH,Sunday,13:21:03,23:07:00,2 Hours,2010-2011
pTWkWnxb7SE0,Sunday,19:52:01,02:26:54,2 Hours,2013-2014
mEawwSQQznaJ,Wednesday,23:17:16,04:53:00,2 Hours,2012-2013
yxAEXUNHNAZF,Thursday,18:27:04,13:14:04,2 Hours,2017-2018
TW0RVEkfdoth,Saturday,04:39:12,23:44:05,2 Hours 30 Minutes,2015-2016
6e7CGdfioi6C,Monday,03:33:14,22:01:38,2 Hours,2018-2019
ErkVxs5ebFw4,Sunday,20:03:34,13:00:21,2 Hours 30 Minutes,2023-2024
66QJkfMipcw3,Monday,16:23:32,17:04:21,2 Hours,2002-2003
2pxY3K78UJg5,Sunday,22:00:09,04:41:16,1 Hour,2005-2006
iL4PYa7wVK4L,Thursday,03:16:57,10:32:34,2 Hours,2012-2013
edVL0Ax7dq1a,Saturday,14:02:39,18:07:19,2 Hours,2018-2019
q9ZBBvABVE9O,Friday,01:54:38,04:09:53,2 Hours,2017-2018
JDdEbRgh32Wl,Wednesday,12:05:02,04:09:14,1 Hour,2015-2016
UPRqI4GpfWp5,Monday,17:53:52,03:28:14,2 Hours,2027-2028
ZZmWtKSCJNf1,Friday,22:27:56,20:05:59,1 Hour 30 Minutes,2024-2025
jGycWRDAYtlj,Saturday,02:32:40,11:03:39,2 Hours 30 Minutes,2012-2013
ich0eFWTAJ9O,Sunday,09:06:08,22:39:56,2 Hours,2024-2025
O6OrVAAftOWC,Wednesday,21:30:44,10:40:07,1 Hour 30 Minutes,2001-2002
P7I0WUs1a2b4,Sunday,12:53:14,08:14:12,2 Hours,2003-2004
khM3vMwQriIc,Thursday,08:20:30,02:15:49,2 Hours 30 Minutes,2003-2004
RDU8dAQ204Bn,Thursday,09:07:33,06:28:38,2 Hours 30 Minutes,2010-2011
JIJrnVRpL9gA,Sunday,20:13:55,12:33:38,1 Hour 30 Minutes,2022-2023
4fT9gYZ3v0U0,Sunday,01:40:11,14:26:46,2 Hours 30 Minutes,2016-2017
CMr2ns8RizD8,Tuesday,13:32:58,06:31:49,2 Hours 30 Minutes,2001-2002
7ZI2eeIilOTr,Saturday,23:07:47,17:47:46,2 Hours 30 Minutes,2008-2009
LofQrdQtu1zq,Friday,19:12:31,22:29:25,1 Hour,2027-2028
9KwSZNLhVw0j,Sunday,10:19:23,10:37:43,2 Hours 30 Minutes,2001-2002
ARyzyX3ZEyB9,Thursday,07:51:15,09:10:40,1 Hour,2027-2028
opfsMPlR2eWt,Saturday,11:04:19,00:04:24,2 Hours,2002-2003
RGbwXP0G2D44,Sunday,02:20:35,06:03:30,2 Hours,2014-2015
aUrkNwcmOJtU,Sunday,12:30:28,19:37:28,1 Hour 30 Minutes,2026-2027
vaHcNzugbIUE,Thursday,07:56:22,08:38:22,1 Hour,2020-2021
mCyvt1inGMbm,Wednesday,09:23:03,02:03:15,1 Hour 30 Minutes,2024-2025
alfCiJovmK5f,Sunday,07:35:23,13:11:07,1 Hour,2012-2013
k1sdrh3naoCK,Monday,20:43:32,21:00:16,2 Hours,2016-2017
HnKL5wc2QlHg,Wednesday,00:15:47,13:06:33,1 Hour 30 Minutes,2002-2003
FUGNWk7XJN8V,Friday,21:28:56,03:30:53,2 Hours,2011-2012
wUUiS1VUPvWq,Monday,06:53:39,10:47:52,2 Hours,2014-2015
iv6h7qouZIbr,Sunday,12:11:52,03:21:04,1 Hour,2004-2005
Tc8O7x1lsuIv,Friday,23:00:30,05:03:49,2 Hours 30 Minutes,2002-2003
TCi2q6DRPikR,Friday,16:11:04,14:27:15,2 Hours 30 Minutes,2009-2010
q5dDzoujNjNh,Saturday,02:30:37,04:14:41,1 Hour 30 Minutes,2026-2027
Lgc0VhNC3Jnf,Sunday,03:52:25,13:43:20,2 Hours 30 Minutes,2018-2019
NgK0snn6fqI5,Saturday,09:12:26,12:50:29,2 Hours,2018-2019
01hCWOASomhN,Friday,09:40:59,06:56:52,2 Hours,2001-2002
wY3BIRb9yL06,Thursday,05:01:59,19:42:24,1 Hour,2026-2027
PBCkYveB6py4,Friday,08:46:56,14:11:22,1 Hour 30 Minutes,2024-2025
wsmjq6k4nFI8,Sunday,09:06:44,11:31:15,1 Hour,2010-2011
Ey9ok5Klz2F9,Saturday,00:37:19,12:57:59,2 Hours 30 Minutes,2018-2019
tFdjEdww6ndx,Sunday,20:04:51,13:18:46,2 Hours,2023-2024
3KwdcGHZnKzR,Tuesday,05:04:44,17:14:41,1 Hour,2003-2004
YHZOfoG82b9O,Monday,06:25:44,14:10:37,2 Hours,2019-2020
upOZ2slen9Md,Saturday,02:17:58,00:10:34,2 Hours 30 Minutes,2009-2010
gazUUhowMI6m,Thursday,01:31:12,20:50:17,2 Hours 30 Minutes,2012-2013
Yca31tFkuJf8,Monday,07:44:03,22:48:48,2 Hours,2026-2027
gq5nJOlD2l85,Tuesday,03:43:34,11:18:39,1 Hour,2021-2022
vOEyntYFGZMD,Tuesday,15:49:04,18:28:59,1 Hour 30 Minutes,2023-2024
UEqhPWBBuoZM,Tuesday,20:39:15,13:26:44,2 Hours 30 Minutes,2026-2027
r449iiWEMJmZ,Thursday,01:02:20,04:30:23,1 Hour 30 Minutes,2009-2010
ikpIyZKQY1Bq,Monday,09:00:46,09:31:10,2 Hours,2015-2016
WOf6CmHPPnMe,Monday,15:36:12,00:54:42,1 Hour,2004-2005
POEZDf6jUFu5,Thursday,01:49:52,06:13:27,2 Hours,2017-2018
nwVyql3wgRkv,Saturday,12:37:54,07:10:17,2 Hours,2023-2024
jpMw4BkBkZ9l,Thursday,03:07:18,09:49:20,1 Hour 30 Minutes,2023-2024
86OHWQhZHglB,Monday,12:34:42,15:09:03,2 Hours,2014-2015
46U0mFGdZ9aq,Thursday,04:21:29,12:16:10,1 Hour,2019-2020
FzlTlKN2JF6k,Wednesday,21:47:00,21:28:31,1 Hour,2024-2025
6Dr5REJx83Hg,Saturday,01:36:51,06:21:56,2 Hours 30 Minutes,2014-2015
yOPzLTzcspx1,Saturday,09:47:31,18:03:23,2 Hours 30 Minutes,2017-2018
0SS8uH4V6Obv,Saturday,16:30:39,18:21:10,1 Hour,2027-2028
V6LvmFXDyYan,Tuesday,00:22:44,21:26:11,1 Hour 30 Minutes,2014-2015
p5SJ0s79Wr0T,Sunday,21:48:45,16:28:04,1 Hour 30 Minutes,2020-2021
8pAUTh7Rbjdq,Friday,11:44:24,15:54:18,2 Hours,2027-2028
L4ksaQjDVsLR,Monday,04:37:23,22:58:51,1 Hour,2024-2025
gXShlqyQzeAE,Sunday,00:19:20,23:27:56,1 Hour 30 Minutes,2026-2027
ftnt9469wUvC,Tuesday,19:18:32,06:21:04,1 Hour,2003-2004
qoN3ix7KLgSd,Monday,18:49:40,23:09:38,2 Hours 30 Minutes,2016-2017
bsS1N3ejlbDd,Wednesday,16:14:00,21:29:40,2 Hours,2007-2008
sA3vWa6L3Czy,Tuesday,03:44:16,12:26:21,2 Hours 30 Minutes,2005-2006
yX8k05UJTekL,Monday,15:04:28,20:58:42,1 Hour,2006-2007
WbAe3Z1sOLrI,Saturday,17:30:30,21:40:11,1 Hour 30 Minutes,2022-2023
jIH6MwaQKaO9,Monday,05:37:43,12:45:46,2 Hours,2007-2008
Av5Zi4GyiEHF,Thursday,20:54:08,03:28:18,2 Hours 30 Minutes,2010-2011
vGXITqqGkMUl,Monday,13:13:26,12:16:05,1 Hour,2020-2021
fCYxbP625eAu,Monday,08:11:05,07:36:55,2 Hours 30 Minutes,2016-2017
GNvpwSf6Pi9h,Tuesday,02:33:02,23:12:42,1 Hour 30 Minutes,2027-2028
RHIdTiBZIaZ2,Wednesday,16:02:59,09:13:27,2 Hours 30 Minutes,2025-2026
1XksW73SHOJG,Saturday,19:13:26,08:19:19,1 Hour,2013-2014
oTlrz9PXwhdr,Thursday,10:57:26,00:38:14,2 Hours,2026-2027
koNoSXuPt7gY,Saturday,23:52:20,14:31:43,1 Hour,2013-2014
GY5Qi7FaXEUk,Monday,01:24:32,06:48:12,2 Hours,2027-2028
ipuncEbEeysK,Friday,17:49:39,13:03:14,2 Hours 30 Minutes,2021-2022
6OoQMw889Ols,Wednesday,14:23:23,13:01:22,1 Hour,2025-2026
PU2Pvcy3tq2C,Monday,20:24:48,07:04:43,1 Hour 30 Minutes,2015-2016
FHSxFrpNWPuo,Tuesday,08:19:24,09:12:55,1 Hour 30 Minutes,2025-2026
SJUPRwxKyjVM,Saturday,12:42:07,13:21:51,2 Hours 30 Minutes,2015-2016
Zcve9NWeKnbW,Tuesday,10:10:27,07:22:18,1 Hour,2007-2008
edtX9Il9qjqJ,Monday,15:24:58,19:22:27,2 Hours,2018-2019
QO4fQZKxCEkF,Thursday,00:31:09,16:31:48,1 Hour 30 Minutes,2013-2014
ovpJVPe8mXm1,Tuesday,17:44:50,06:29:09,2 Hours,2010-2011
GVDGiBZHEs1C,Friday,16:25:04,08:05:05,1 Hour 30 Minutes,2001-2002
ALnBnS60uGX7,Friday,19:45:30,03:26:19,2 Hours,2012-2013
OQbPPPrPadon,Sunday,21:09:11,00:37:09,2 Hours,2016-2017
m9wGc64zFw3C,Monday,14:56:09,14:47:14,1 Hour 30 Minutes,2011-2012
nlttEWZ7bK1L,Tuesday,08:33:22,11:56:41,2 Hours 30 Minutes,2027-2028
S0uTT4GgaZe3,Friday,07:55:08,15:37:57,2 Hours,2005-2006
jn9CIaWcMNQz,Saturday,22:05:41,13:12:45,2 Hours,2015-2016
6H5HcWHGDFmJ,Monday,14:51:19,06:24:01,1 Hour,2002-2003
FY8v8urK2yYh,Thursday,10:35:11,14:10:46,1 Hour,2018-2019
rD4GupIu2wS6,Saturday,17:24:26,10:46:28,2 Hours 30 Minutes,2021-2022
MwPxtveWC3w4,Wednesday,01:45:07,11:07:52,2 Hours 30 Minutes,2009-2010
FaGgYN6PkIPt,Tuesday,03:30:31,01:01:03,2 Hours,2016-2017
5YNo9IfYrLo8,Friday,11:52:42,20:13:26,1 Hour 30 Minutes,2009-2010
iZs9sMCOrDdA,Thursday,15:18:54,17:18:33,2 Hours,2020-2021
1H4Y3J60StP0,Friday,13:47:18,09:22:37,2 Hours,2014-2015
i8nQbXk17hqG,Tuesday,15:33:37,20:58:20,2 Hours 30 Minutes,2013-2014
TYQUc46zyAWs,Tuesday,02:07:44,08:04:36,2 Hours,2011-2012
V8F5E4eF0QhT,Saturday,09:19:12,06:41:44,2 Hours 30 Minutes,2010-2011
Tt23bkzQ8jpR,Sunday,11:04:41,15:46:58,2 Hours,2002-2003
BBbkZx9IymrG,Friday,03:16:35,01:35:46,2 Hours 30 Minutes,2019-2020
M55OTgp7LK5L,Monday,23:02:48,01:44:06,1 Hour 30 Minutes,2014-2015
Y8Fvtm504gct,Sunday,20:24:42,04:27:10,1 Hour,2027-2028
ZHWcC2D7W7ss,Monday,09:43:13,04:22:14,2 Hours 30 Minutes,2020-2021
nqE41RMWcGYi,Sunday,01:09:14,16:57:25,1 Hour 30 Minutes,2011-2012
kc8X4oHPg55S,Saturday,05:35:01,05:10:38,2 Hours 30 Minutes,2018-2019
bZGlf37dseaE,Sunday,11:49:15,08:41:48,1 Hour,2012-2013
vgsn57hSqlEZ,Monday,08:46:43,05:42:02,1 Hour,2013-2014
HqMhN5G1jHM6,Wednesday,20:39:17,19:13:38,2 Hours 30 Minutes,2011-2012
9muPMkMXclsb,Wednesday,20:52:40,15:28:36,1 Hour,2018-2019
idgYdnre6WQR,Friday,21:51:36,16:43:17,1 Hour 30 Minutes,2013-2014
jHesy7u1skL7,Thursday,13:20:07,08:40:56,2 Hours 30 Minutes,2007-2008
Zxu4a0IFxnQZ,Thursday,11:19:18,21:00:53,1 Hour 30 Minutes,2026-2027
KgfJDH2FQ5UB,Friday,19:10:20,00:32:34,1 Hour,2018-2019
QFHjna4gVRFC,Wednesday,20:44:40,08:32:52,2 Hours,2004-2005
fBhQNK13UY9w,Wednesday,00:06:53,02:22:34,1 Hour,2025-2026
Un9OfHX0yQWU,Sunday,23:26:47,18:25:29,1 Hour 30 Minutes,2017-2018
1P8OowUoRiLr,Thursday,01:11:36,21:39:39,1 Hour,2010-2011
LpH7hNrvR0he,Wednesday,11:36:30,18:59:07,2 Hours,2021-2022
zkfpJRe8gN1s,Friday,08:43:17,13:41:04,2 Hours 30 Minutes,2016-2017
9p9JXOL8SVtg,Friday,21:36:57,04:58:41,2 Hours,2006-2007
vhd9UPjYrWQJ,Friday,07:12:18,06:35:22,2 Hours,2021-2022
WZKfsnkEPuhd,Saturday,01:55:01,16:29:33,1 Hour 30 Minutes,2006-2007
sU4HT87vXHrw,Tuesday,09:49:06,16:03:12,1 Hour 30 Minutes,2012-2013
