id,grade,school_year,score
J5nzQUWrHGlR,F,2002-2003,58
tyS2hAT8123t,B,2015-2016,71
C6FTwIRcWvaR,B,2004-2005,20
kromseDZn1uu,C,2014-2015,93
8lxY2a35IYJt,F,2025-2026,52
7d5pPdBtqugr,C+,2024-2025,62
jlXD6hPwxnBl,C,2015-2016,88
Zpjqy2IIwvM8,D,2009-2010,44
9iuEEZfreSz8,C+,2013-2014,86
QxHOjpAr20rZ,F,2017-2018,21
tVSJDb9fA9cY,D,2006-2007,55
I79dnxg00VaC,A,2016-2017,87
Klw7y155uqOS,B-,2007-2008,93
hHHdYlfbAcoj,B-,2007-2008,82
esF3BoMEVdEV,C-,2017-2018,91
2k7iDyvF7OzV,B+,2016-2017,2
flRpA1ZWDApH,A-,2010-2011,69
6cbkxiZZcLtR,D-,2015-2016,20
G0uoGzRcz34J,D-,2006-2007,87
GMCOPBM8TCb0,A,2024-2025,52
td6TO3PCwPqa,F,2019-2020,41
Y6GNCks9Ojbo,A,2009-2010,96
5hfl9bcn1RBK,C+,2003-2004,58
LbMyDdfWSMSu,D+,2024-2025,19
YEEpa0OookBz,A-,2008-2009,2
X9LuUlx6rv41,B-,2023-2024,91
fRkwnS8jLkPm,F,2023-2024,29
Pf0En8lwubN6,C+,2020-2021,20
m2Ah8JpxJ7dJ,B,2001-2002,95
CBV70W8VCPWV,B,2001-2002,75
nzPtpbhCWsjd,D,2027-2028,44
LWiaKGtdPMka,D+,2017-2018,11
IX4T6wMs88VA,A-,2025-2026,96
6ib5eqoJPDT7,F,2016-2017,74
0UuMvfsaeNU7,B+,2018-2019,68
rz7EcI9Z794v,B,2018-2019,14
MJZebxw0VFhh,C-,2022-2023,20
DLR3F0Z2clMz,A+,2020-2021,52
FNWcM9Vdk27D,A-,2027-2028,73
uiSSgiiKKRzG,D,2027-2028,46
woHNYo5nO6YB,D,2024-2025,54
qkSYR997acGC,C-,2021-2022,65
RyeluV1KpKoP,D,2017-2018,55
RAwBi5ZoloMT,B+,2022-2023,87
08rVFNQXUnbT,A+,2027-2028,20
D9TelNWe6c2t,A-,2008-2009,94
RgaeRNb8TUyB,A+,2008-2009,18
s2HclwFvODR5,C,2014-2015,7
2BqUxEmbJVVZ,D,2015-2016,57
Tqn06IzbnnhI,D+,2022-2023,87
8WaN7Mxiveas,A-,2006-2007,71
ipo49gkFt2K2,A+,2015-2016,89
jYFOtieklrHl,A,2011-2012,8
VGn9nooA8yyp,D-,2008-2009,13
zLq9IWFt3mN9,B+,2024-2025,65
hhalyLcgX43Y,D,2015-2016,50
pmialLzVvgco,C,2004-2005,97
9MU0tmbmLhr1,C-,2012-2013,10
sUtDhG2U9Jd9,D+,2024-2025,57
pe3RKHNPZoj7,A,2023-2024,16
VMhXQjSQo6MY,D+,2027-2028,96
aaiqgKwAi6E5,C-,2023-2024,82
cKPIj42aeRnB,C-,2018-2019,4
iv0Nvc2fxfUD,C-,2026-2027,71
wM8kyRksBCPU,C+,2003-2004,11
AH3DiIJbCvbw,D,2026-2027,71
976YGr8AvSCg,B-,2009-2010,45
dvVR9tG9VdPf,C-,2001-2002,16
oTZrrrnZKIvx,A+,2018-2019,12
8SAb1vDncQER,A,2010-2011,3
2Ptzc3el1rqW,B,2019-2020,36
VM9lI8xc7O0O,B+,2020-2021,4
MPupcoKOFxsE,C,2008-2009,33
eJwZRFRL9gbK,D-,2018-2019,52
omXHmD8Mni1K,F,2020-2021,68
cG1cMaRPRnSu,D,2021-2022,71
tuYuWMWJG8Zi,C+,2013-2014,71
enBJSsW26Gsl,A,2005-2006,15
r7Lb6gmjhPDM,C+,2007-2008,79
afLzEbFfDeC2,C+,2015-2016,38
2CNbViRieuDE,D+,2005-2006,97
WgF9U7E5xzXz,A,2023-2024,54
YnuBGjbUrTPv,C,2025-2026,59
j8ONsW7p01Jw,F,2013-2014,40
yZsx4GRUOo4X,C+,2022-2023,76
PNZuwp9JOdsc,B+,2002-2003,45
X9SP5Lj8Ct3U,B-,2015-2016,63
alTM498ZAZc0,B+,2027-2028,47
6dqE7zbjTPI6,B-,2005-2006,63
MhniykJwg6it,C,2019-2020,35
88mCtPD3peL9,A+,2015-2016,100
GWDYpjeSFdN4,D,2018-2019,25
R4QGGhaltTUv,B+,2002-2003,62
nMWe59d9yItc,A,2016-2017,23
ms6lAyjcBHuv,A,2024-2025,85
Q3HDD2kwdkvl,B,2010-2011,69
HkOZXybWkn8X,B,2027-2028,74
XR6yBr7IeJyf,B,2020-2021,4
08iaKtAahkJj,F,2006-2007,19
a5q0Vj26eUgh,A,2001-2002,86
osj2MANAdaGw,A,2010-2011,68
N6Cezsc9IMe9,F,2017-2018,36
Jl1QlprUp9RG,C,2014-2015,90
UwGAis9cd5KS,C-,2006-2007,40
RwTCW1nnB9Wc,C,2017-2018,58
R9tYzW1eyCAf,D-,2024-2025,83
O6jahmR3XsAJ,B+,2003-2004,62
0ysQ7Dchcxkm,D+,2027-2028,57
NRM12w8VNkJQ,D,2016-2017,3
lJdmt0xunlSa,C+,2016-2017,36
MpgBpK97su1z,C-,2008-2009,12
fxSR33AzqZwo,C+,2022-2023,23
LcyOWk9EZ9Wi,C,2023-2024,3
daxA5Nj6RLfh,C-,2002-2003,3
62CdiLbYI8uX,B+,2005-2006,10
10hMBZLSJ35b,A-,2019-2020,58
23PQ55SvmRZK,B+,2026-2027,65
M5kf8xZinF3U,D-,2004-2005,75
kKdsP0IHWQgT,C+,2019-2020,40
NIyILrHgQmpj,A+,2019-2020,20
lRPaYHZkP94p,A+,2018-2019,63
WKnAGWeUKy5N,A+,2024-2025,4
vc9JMS5ZKLsp,D-,2014-2015,83
yjdNH6Lwtc4h,A-,2005-2006,75
OARnDGN6zXNq,F,2001-2002,17
UiAH9NRfy7Mr,B-,2018-2019,43
kctndyajDIbZ,C,2001-2002,55
7pbbpu0ABu0Z,C,2003-2004,75
0wz36cSY5w6R,D-,2026-2027,54
0fko8PTNYIHG,D+,2015-2016,12
4z1Nbuoad2Yu,D+,2001-2002,99
xWfqSsmD5RYq,D,2020-2021,77
bza5FR7qIqj4,D-,2022-2023,57
4ATxERfFZZWY,A,2021-2022,90
ju5df53xmSIf,C+,2015-2016,5
WKiUlwDsbLoS,A,2015-2016,70
JbDHFtyho5g6,A,2021-2022,86
89SQ8CY4g66n,D-,2005-2006,10
yZMIT7BkRbfk,F,2003-2004,54
tVBsgutHshzL,D+,2008-2009,81
yU0XzHiQvZft,B+,2024-2025,88
r2PIYI0AexaO,A+,2024-2025,9
QKUIB414LuB2,D,2018-2019,3
dtC4RHdPD8Gm,D-,2018-2019,51
OtKS1p2ifFu7,B,2010-2011,4
viVgMPB8oYBU,C,2020-2021,90
IsrsSNe0NGWo,B+,2007-2008,90
5JealHRynYIW,B+,2027-2028,12
0FF2jbXrchuK,F,2027-2028,49
ZgBzVSLsd0yx,D+,2014-2015,37
IH1IulaLt16k,C+,2009-2010,38
duV7dNdYdLxL,B+,2016-2017,17
n3EF65YvAFsz,D,2004-2005,100
2NUFErhkyZDa,D+,2007-2008,80
DvzHeqZKQ0Vs,A-,2021-2022,98
FKqZKsHn2gtA,D+,2001-2002,30
c3xGbzQqqtCm,D+,2024-2025,92
ZUUUR5k63wRN,F,2015-2016,15
AL4EQyexHJya,A,2019-2020,41
6DH3x7NycGCB,B+,2020-2021,29
cItfJfIEdMUs,C,2023-2024,67
xfGBzsOgdxs9,C-,2021-2022,72
WkLHZy7iqQu6,C-,2015-2016,10
1vB7VOrB6moz,F,2006-2007,24
c3Jsx4GWwbrC,A,2006-2007,90
4GQmAt74n3B8,B,2011-2012,21
ZI22EQSK2bNX,A+,2003-2004,36
tXNIlrNmWWvg,B+,2008-2009,14
4vztLPuPnk7o,A,2005-2006,75
ckdKWu5rF6VZ,C+,2005-2006,32
6duiMpKgQhQl,B+,2016-2017,23
jhdj2EsTs44P,F,2010-2011,53
sXev5AW6Abib,A,2026-2027,87
39wXs29kABcV,B,2023-2024,61
Pob1HD3Ptf9B,B-,2014-2015,79
jT13mEq6wdEz,B+,2020-2021,20
vZF3p4hRbcZv,C,2001-2002,3
swJZLIPN8gIV,D+,2010-2011,16
NXHn5kig85il,B+,2015-2016,60
woGwI1jplGsJ,A,2024-2025,79
sD8YEJLWpnKT,C,2017-2018,25
AIx7TMRMur7U,B,2011-2012,19
XJWplwOVwNMH,B+,2019-2020,69
9UFvbabun6f8,F,2024-2025,4
3E5JMEwDkxKV,D-,2010-2011,34
7pj1gynVCvcB,D-,2013-2014,95
Xq4vVAmMl9ke,F,2018-2019,56
0AdKtTyuo6cF,A+,2019-2020,30
DFvYzY66f6pU,A+,2001-2002,3
EyiazBsEPobK,D+,2011-2012,86
aQRQ6wlQuKns,B+,2027-2028,72
zRWRxEffd5ia,B,2018-2019,8
icbHs7XaQIDK,A-,2022-2023,47
vL8qXSP7omT6,D-,2002-2003,58
2Ax4orftibue,C,2006-2007,82
y76RwzZ3Cf2R,A-,2006-2007,22
Ft85M51JTOme,F,2020-2021,22
HXPz45bPa7qo,A+,2020-2021,95
832YPkpE5RMt,A-,2005-2006,20
L7gn8PkQAZXN,A+,2022-2023,23
6FgtRFS8ZOE9,B,2017-2018,40
3LA53xk6gLMj,A-,2011-2012,71
Le5bshBr5qEI,A-,2010-2011,73
JbU0afSXfqD8,D+,2010-2011,5
KSD3zJNfSSIR,B+,2003-2004,48
rjY4n1A3UoMc,D-,2015-2016,55
A0385YoKZJmf,D-,2001-2002,24
hjY7njk6f82U,B,2009-2010,81
bOorbTdPEw1E,A-,2012-2013,95
8fFZA7bZJKLD,D,2021-2022,2
1WHxYSnzKJjQ,B,2026-2027,18
AmbH4oPNiqqr,B-,2003-2004,46
e22q8DzMc5tF,B,2023-2024,54
ESDmygRH4CB2,B-,2022-2023,88
BlHGoHr4m6re,C+,2007-2008,79
eD0NGMUzQjxd,D-,2006-2007,87
dwyd3b59piHt,D,2021-2022,76
Kbp9rnJfaMzY,D-,2011-2012,5
1eEiiKT0z5qa,C+,2023-2024,95
llAH5fq1okWd,C-,2008-2009,97
p4i0HsfiEBAy,C,2007-2008,64
7LJTa5vdHRix,B-,2024-2025,86
5XJs9m6fSSSx,B+,2020-2021,33
2yGoPdBjuJdT,A+,2004-2005,25
kQJKiRmYmvV6,A,2027-2028,15
ZmRGNDYzjL1v,B-,2018-2019,2
fGk7gcStS9KO,D,2009-2010,3
wXpXuztAxeAm,C-,2008-2009,41
GufEY21EGKbl,C,2001-2002,100
phsMsxlHXRZg,A-,2005-2006,42
W31rDjW46wiV,D,2025-2026,28
KMtfSUnUTpts,C,2015-2016,72
jnZFN6XXJK8y,C-,2003-2004,40
C7KQ4IhQbfvi,A+,2005-2006,88
kk1BgfAzJP0r,C,2024-2025,95
NGH4dzM3VPGz,A-,2020-2021,20
eG9P1JyDtChi,A-,2009-2010,42
JinV2xvERv1j,C+,2010-2011,78
6MWtc4zR6F7T,D+,2005-2006,96
Eud2rMgjG9iu,D-,2018-2019,24
5jJXGbCSrQfk,C+,2015-2016,78
E1A703QqMPPR,D,2013-2014,35
HELglJEoHO5w,C-,2019-2020,18
ZKv8E7gY47nU,B-,2020-2021,72
tg0aRKtMySfA,D+,2003-2004,69
rIuC2qaL8KZj,D+,2027-2028,26
Myqa4IHteiMr,B+,2027-2028,12
h3fmPgeUrA2V,C,2019-2020,76
gp1Sa8dS3UE3,D+,2005-2006,87
5WDJrty6h3vO,A+,2017-2018,90
aRerGwMljGzo,B-,2018-2019,71
ysQpzQoWEDQh,B-,2012-2013,19
QwU5He2exBcv,C+,2001-2002,60
snyowEtFnPsj,B,2002-2003,22
BHSUTIeBol3X,B+,2024-2025,89
VFqKExlwkXCk,A-,2003-2004,7
oDT0HepAOphJ,B-,2002-2003,22
jT3VnCWiIy2e,D-,2005-2006,37
2y4Mlc53DUWW,A,2007-2008,54
bQLFuaS2gPXG,A,2002-2003,36
JRPGwUzh1J5P,C+,2006-2007,76
lBtxQANRh03v,C,2007-2008,99
boX8mJYMfG3Z,B,2021-2022,78
sPtkiIjkU17A,C-,2013-2014,50
0rr8B7gpfHvm,B-,2023-2024,13
YJH3m8raS2SA,C+,2017-2018,5
ygW9CxXRIclx,C+,2005-2006,13
eRLypCIrPWo8,C-,2009-2010,57
zvR9aa6f2jum,D,2012-2013,95
ifseh8iHx4ZU,A-,2025-2026,96
6yer8izWsaNB,A-,2007-2008,56
i6TYhvTKFNvd,C,2026-2027,53
UoAj6qrBSoBa,F,2017-2018,80
qAz74SkNt0Lq,F,2006-2007,36
I6qpyEgh4mS5,B+,2027-2028,38
um63PNl0mIbc,D-,2002-2003,77
OXvarI4EABnV,D+,2002-2003,82
QCefBOjIVDDa,A,2027-2028,83
IYIK22wHscrd,B,2013-2014,93
4hL2VtESjF1h,A-,2025-2026,40
JbqmrJFhCzP1,D+,2025-2026,64
fpLixzkG1paP,C+,2008-2009,58
vZtkpoC4nsZ8,A+,2002-2003,19
r8WrRlMEjrax,A+,2008-2009,40
xoyaCXXN4jc3,F,2002-2003,10
IXEmj4XdL0k8,B,2004-2005,100
wY6O8NmBfZyH,C-,2018-2019,64
EeotdF18QEEB,A-,2011-2012,91
9XKSwWvhZfFW,A,2025-2026,25
NiSwNTKP3iZb,C-,2001-2002,19
jx3cIJhdF0EK,B-,2026-2027,10
MSLHEwW39hdr,D+,2017-2018,82
s3CuoONuHeu5,A,2009-2010,1
Z53vwzxpC6lj,C+,2006-2007,77
KfxmslWSiMUY,C,2003-2004,33
jDSA15Nn2aeS,D-,2006-2007,33
jVA9fvtH37jM,A-,2010-2011,26
ZZDTTv5MyJK1,A+,2009-2010,5
Io3nVXeh9JWT,F,2025-2026,11
WiD7xpuDS1xq,D+,2014-2015,99
Jd8twECzT3Lg,A-,2004-2005,59
rUUcLqDIOmGE,D,2026-2027,21
tFhLahU1vCgO,F,2011-2012,80
MlbKbEF6T6CC,A-,2001-2002,65
z5S7F15XtqbR,A,2020-2021,18
zdIZGrJSUafo,D-,2018-2019,91
QKS5xub1My5F,C+,2004-2005,38
lZsIGROPZ2J7,B+,2023-2024,84
ZJ7VxRejvebm,B+,2016-2017,76
LRboaEpL3zHc,B-,2019-2020,86
dbuhT7rkumbt,D+,2013-2014,96
vbOUPmXchjoX,A+,2004-2005,74
NgIOZg6R38Ga,B,2011-2012,23
BsojaZhIZB6K,D,2003-2004,51
HspfLQRSoBsq,C,2003-2004,13
GJBc3f7LbD0M,B-,2005-2006,30
vFDbzOxLhL0L,A,2006-2007,53
KQOSDxwJge3w,D+,2018-2019,67
UxjaqWV0nEE8,A+,2007-2008,57
odx5hL2gacdK,A-,2027-2028,55
U087LszXttLI,F,2008-2009,81
dNkcJzyZJwgb,A+,2024-2025,88
9iY2C14J0xq4,A+,2002-2003,3
JOFU0antwki5,C+,2018-2019,90
Ldz1ADjGGJZD,B-,2023-2024,100
7j8iupQTy3Af,A-,2014-2015,5
rY0E9MNZODgK,A+,2003-2004,88
0FEEYrPR34y0,F,2014-2015,74
S9LwEWRcMozm,A-,2010-2011,28
gRNlZjG86wMt,D,2002-2003,91
RQnXnUG9WVix,A-,2013-2014,4
9AQD3Q6FLxQA,C,2004-2005,48
bpuRBH28bhBP,B+,2008-2009,72
PWGXfAaSRVio,B+,2013-2014,50
Pb91OoGKm7u2,D,2013-2014,33
fS4BC4KNhEW5,F,2026-2027,23
c3ezESEcGs03,A,2013-2014,100
mteR1TM7YCE9,B-,2019-2020,75
qLAZA0DqwhaR,B-,2022-2023,36
pWHjAOKnEfY9,C-,2011-2012,68
ApI8bfeleuia,A+,2020-2021,45
XAjEBIusp7nO,F,2027-2028,53
IL1VcO8cbVcv,F,2024-2025,93
BW0QRb1rN8mB,C-,2022-2023,1
4FVRiBAU7Vul,C+,2002-2003,36
xY2JjU8F3GwF,A-,2016-2017,30
0ghe8xkI72Zw,D-,2007-2008,95
1r6padKxAHc7,B-,2008-2009,41
S9KLI9tCeAiW,B-,2010-2011,57
uBWlNBF3cTQr,B,2017-2018,86
ZD6V4muUE1Ww,A,2007-2008,59
3qu3ywKOYvm4,D,2004-2005,46
RaRoDVS10o4D,C,2006-2007,33
r5ette2Qi0OE,C+,2012-2013,87
P4uT3M1z3wqy,B-,2014-2015,99
D6GMrIXxfX9i,D-,2020-2021,3
kg6SHx6ER6zC,F,2012-2013,82
MGirVvk2WrgC,C-,2012-2013,93
VmXrqspohdUi,B+,2009-2010,93
62YBJnP5nnMs,A-,2022-2023,25
iGllN7ZrrUmL,D+,2021-2022,18
gmIAijwrSmVJ,A,2006-2007,92
a4m20Wx4DzZ8,D-,2026-2027,99
oIA9N083Zphg,B+,2018-2019,50
H4z9fyk0UhuL,A+,2009-2010,40
H7I98iVPeUPr,F,2010-2011,41
ojX56x6p8wcu,C+,2017-2018,90
PrHVs6BrEQgI,B+,2016-2017,58
E0oIRcjTnd4O,D,2019-2020,98
MGaXdjhZxeJS,C-,2013-2014,28
o873VVF5SC8u,A,2025-2026,20
1NGZVLwhcFqw,D,2006-2007,18
33WDDMDRupkZ,C+,2006-2007,77
PN2XA1F8o0LK,C-,2018-2019,61
8SlbAMFIGKsE,A,2013-2014,17
vp0auvGWOzp8,C-,2015-2016,10
CF8GPRTjY8aY,A-,2014-2015,37
hhkoCwaYTECz,B+,2013-2014,25
0tMEIGWC28P6,D+,2012-2013,92
3LrLU73ymMJy,C+,2027-2028,2
QRAEqrjg8wfp,B+,2024-2025,74
Q4bidsj6ia7a,B+,2007-2008,97
OygCLvwc3IjE,B+,2002-2003,18
5X7iJ5QEJZOA,C-,2023-2024,93
vQLVH5FsGu7n,D-,2008-2009,72
0mnOVqKQbmY2,B+,2021-2022,95
qd93artpAEXK,D,2003-2004,15
gutQh275XYJY,A+,2008-2009,34
A9z6rW7wR2ch,B+,2027-2028,44
yvbjyu8St7iu,B+,2018-2019,1
8QHTACb4Qwoc,D-,2015-2016,19
hxtbHQaa6bWs,C+,2020-2021,23
Ec7eXYtxGoch,B,2010-2011,4
7NX5aKPGPsSJ,F,2027-2028,82
8zkAZ6oYGaEh,A-,2010-2011,98
SwebHR2EhZqf,A,2017-2018,16
rpujTg050bK1,B+,2015-2016,44
xQoh5Q1akhK7,C,2003-2004,3
VhQSmK7YIOww,A,2022-2023,55
TnqdrGkiyeuy,B-,2019-2020,69
51vEcegO8Dfl,A-,2007-2008,16
6Gh16LwVmfHa,A+,2026-2027,40
hd2kEKHS7mu8,A-,2002-2003,80
vmTHz5tgy4A9,C+,2004-2005,13
bRJ3TJElkudE,B-,2018-2019,34
uh607wPeTpjG,A-,2003-2004,14
ONHrbEQrKI9C,B,2008-2009,45
pG04iB7ny91B,A-,2006-2007,30
2tmzjxpcUR3k,C,2005-2006,53
DolKciT1y4cK,D-,2001-2002,32
06JOgIkNFKGC,C-,2002-2003,83
TTSZLi79diqc,F,2019-2020,66
H3Umjmw8uLbF,A+,2010-2011,10
cMp2gkYkU53I,D,2003-2004,46
Hcy0QIdVtJ3q,F,2009-2010,43
3AqLHMfiXqt0,F,2017-2018,40
R9r3UbJ7XBo9,C+,2023-2024,3
Bzf8KUSCKhyL,B+,2009-2010,62
mtLTYmcT2NjS,A-,2005-2006,93
wEvPINyiVQyk,D+,2014-2015,47
Exo3aIDjlFso,D-,2004-2005,43
v4t95jYVvsoR,A,2009-2010,40
eMdTno3A0gmA,A+,2015-2016,5
yPuSQ3uFmrQm,B+,2016-2017,34
sl1G264AT0UI,A,2016-2017,85
I9GObQW9VJOm,C+,2022-2023,12
V6BKAO14ki15,D-,2015-2016,43
D3w79tGVHNDv,A-,2002-2003,75
W9HFedjKLXk1,D+,2011-2012,22
FaIlqEc3vxj8,C,2025-2026,88
Dlju2TTNPWvE,D,2014-2015,35
qKKqsyn3mpGT,B+,2016-2017,12
zkvF3BG3qas6,C,2023-2024,98
F1FRjm81hF6d,C+,2015-2016,75
uS1MDB6iOWxG,A-,2010-2011,27
m37PeJdWShTz,C-,2025-2026,41
XDx4NqZexFfV,B,2019-2020,49
ayfpbwF8zuVo,C,2008-2009,42
hYoK4HSltHiU,C,2010-2011,83
4rR3vSLZ5TGb,C+,2009-2010,70
ASN1Ep4zSsP0,D,2006-2007,51
LMsYEJi0XVaz,A+,2013-2014,36
mTzUgcfIKVP9,D+,2005-2006,71
NqKAk9s8pOuK,B,2018-2019,50
PqGvuAOJdgGa,C,2025-2026,73
JJSMx1yGWjiy,A-,2010-2011,45
eVdc8v9urbaG,D,2023-2024,17
OyKV18YvtISs,D-,2010-2011,23
0vmo9ktqI4WH,B-,2013-2014,49
8fqrdi2KgYS8,C-,2016-2017,17
A27VAZTm0Bzn,C,2019-2020,38
ktI3Utt6LlaX,A,2009-2010,100
ieDALVIhcy1y,B,2008-2009,87
5FB9IVquaahQ,B,2017-2018,87
K1fiVaafVCaj,A+,2008-2009,61
T3DjBLAMcKut,A,2015-2016,32
wYPOb3VjzRyF,C-,2020-2021,8
T1JG87ZQHZCF,D-,2016-2017,95
dDvwRNT9PxzP,B,2024-2025,41
icQmDlWPnDye,B+,2018-2019,35
MLpxu6eYJDYi,A+,2023-2024,96
iIc8vYohL7Xu,D-,2027-2028,39
2zCpfRd38Ctb,C,2025-2026,28
MQbzAOXuJbZZ,F,2017-2018,98
9dJ5KS6Dvc8q,B-,2016-2017,61
bCr1W3qnfNHQ,C,2017-2018,59
cNbtuTczs6rZ,A,2018-2019,54
M5Xagz5YGBYI,B+,2012-2013,96
Yx5MZtH5ScuM,D,2023-2024,4
nkVioJ2pcmmp,B-,2023-2024,7
USkxfAR5nY86,C,2010-2011,95
Dt3AYgMSTCv5,B,2027-2028,34
ENN6a5BKmNPb,C+,2010-2011,45
qIh6BgmJFrNn,B,2020-2021,39
1w6vbDArWEzl,D,2021-2022,6
0hj05qOrQBCd,D-,2011-2012,4
Y43tMWShQHjL,D,2013-2014,99
j0PHNQv19IaT,B,2016-2017,4
ksXS0A6TRlOW,C-,2002-2003,46
F9htZ23WSwdL,B,2015-2016,35
93V8k40dy24l,C-,2027-2028,71
8D4nVAbpOQ4r,B+,2024-2025,79
UvFXv5EzL6Au,F,2021-2022,14
3Em9ugGbPimY,C-,2008-2009,90
tr4kSc9Y59dK,C-,2010-2011,48
mnaBkKd5gORH,C,2003-2004,22
U2ynflgqq14x,D+,2022-2023,54
K8rkyLMKndCW,C,2009-2010,7
abSQENaTcMYS,A-,2012-2013,98
G0blp3hBlysu,A,2024-2025,65
sfDz6MLmBBXt,D-,2012-2013,18
PnXlgpeRNphO,C+,2006-2007,70
TPYH9Mc5cWjz,A-,2001-2002,82
wAMXRU10RkJk,D,2018-2019,97
T41mxqg2n9Kt,A,2009-2010,4
AQloyGVuEjGW,B,2007-2008,26
zDhehiseUNeb,D,2002-2003,75
IKDKq0SgSadM,B-,2021-2022,16
PYx7Qzw6ik5I,C-,2018-2019,23
WQyNXIdfI7de,F,2002-2003,42
m98nrCpTSlCA,C,2007-2008,60
1rVwYATmZAjT,C+,2015-2016,59
C2nOQkjKgBA7,A,2023-2024,84
2Dt788jW7kws,A+,2024-2025,26
L46jJ8DCkPiM,C,2006-2007,95
ym1aPV4cvKxW,C+,2017-2018,63
aJQTBq3CbpFL,B+,2013-2014,81
zAcjP4CCCjvm,A,2008-2009,23
M9cNpSC5tsKB,D,2009-2010,93
VPP6fd5yIgrE,B-,2014-2015,93
hd3A7BbDNsrL,A+,2014-2015,38
P2eguWhGc0NN,B-,2004-2005,65
1lMFQUwzw82V,B+,2011-2012,58
9hdWS99ZlmuM,D+,2007-2008,64
7ytr7QW19sQ8,C-,2006-2007,81
Gc3XPJ73EclZ,C,2024-2025,91
x5U7k6THnGzX,C-,2019-2020,70
fbCkNV5Q6kAT,D,2003-2004,32
4GViskADK9Sn,A,2009-2010,34
sIq54dDobObC,A+,2003-2004,67
7V3tGDmut482,B+,2021-2022,32
XwYwHzR4eFaD,A,2018-2019,1
gS1q1rCk9HIP,C,2019-2020,1
I9HEbcZbiPhj,D+,2008-2009,74
OtnWUKFPgXBy,D,2026-2027,35
qLgXuf20GDcb,A+,2016-2017,19
Ltgrt88G5IOy,D,2022-2023,98
j67UoGDM1r1W,B-,2005-2006,82
IezUtotDS1i9,A+,2001-2002,53
g65zsme2l2b6,B-,2018-2019,46
FvDG2Y8pKOVx,A+,2021-2022,6
lGC9su7LkjSW,D+,2005-2006,84
OcfZc0KjHv2f,A,2016-2017,5
yHkDbQHUHPXS,D,2026-2027,32
Or8XNK0qedfu,C-,2021-2022,25
YJNKZKpW2Ivz,C,2001-2002,26
D0omxpJbUMYr,B+,2022-2023,43
0L5bpM0RIM46,D+,2006-2007,43
PKQgRpTQaw9X,D+,2002-2003,42
DwYe4n9ev87F,A,2012-2013,53
4ZTbfUDfT7el,D-,2001-2002,49
LrfXeZ1XVTrI,D-,2021-2022,100
roolED1jYRRv,D-,2015-2016,77
szuHQ2Qhocyo,F,2027-2028,73
m7e4TK8Nw9g2,B+,2017-2018,70
WUc02OQ0loV3,F,2016-2017,65
pFSJ5iqzLRev,B+,2009-2010,18
pNVzGD8PDgbD,F,2012-2013,20
vD67CdEpKDrR,A+,2003-2004,50
YmJYjRbYU3Bc,D-,2010-2011,93
oM68oqKkNlHg,D-,2012-2013,98
HI68yCd5P8an,D,2008-2009,10
o58qkbAcMwqH,C+,2025-2026,56
oyrZccj0ilX7,B+,2004-2005,89
rImQ7vI10DGJ,C-,2015-2016,86
yt0sEpDRsWCl,C+,2025-2026,59
OL1Hz7Vz4BoQ,D+,2027-2028,45
ySfPj3LYSRGT,D+,2025-2026,80
mrHojRWnYsdl,C,2004-2005,60
ekLADr3XjBY3,B+,2010-2011,29
USTuTA0hexNY,C,2004-2005,30
SV0BuHhQQaq3,D-,2002-2003,96
dXS1GwzznaTr,D-,2003-2004,33
Efl0lZi6NVIa,F,2012-2013,12
uXvPiKv8ZwRq,C+,2011-2012,63
GEAmpFbLuFx4,B,2018-2019,23
hwamHiaOFH9H,D+,2020-2021,10
Sz4bK1qfXdj3,C-,2010-2011,15
dX1sgfTluDsb,D+,2017-2018,75
zhNRqjaZ4ZmF,A-,2021-2022,38
OPaonqRzLAMr,B,2014-2015,2
XfWsg2qDEXHV,C+,2021-2022,49
RJTg6g3zVGxI,D-,2020-2021,41
wnLvL57wLVL0,B,2016-2017,39
DAiLRAVQQUto,C-,2024-2025,79
RkZhqhEvqIgE,A-,2009-2010,37
AEqdORHnnWI0,D,2021-2022,87
ohg5Xs8h2h2J,D-,2024-2025,62
cBvUv9vPaloB,C-,2004-2005,14
UPyci9SAuPTb,D+,2004-2005,80
mNYSJvdk8cGQ,B,2011-2012,96
bzX9YNPqJsRs,F,2016-2017,69
4rBByqnYQQwl,B+,2019-2020,50
tdrnqe8wmYaJ,D,2010-2011,75
VPS9t9DlCadW,B+,2023-2024,34
0icajT6SkBMO,C,2019-2020,19
yvRw8nzPM2IP,A,2007-2008,13
L5qFYIaaUV90,C-,2021-2022,93
yxMURHDYLpQu,D,2022-2023,81
ZutVGt9yeV3w,A,2018-2019,76
MzyRp1XYPPzS,D+,2026-2027,77
R5jaaI9Drrm4,D+,2010-2011,54
AeWyIUql6L9f,C+,2016-2017,38
tUe60sFupd00,B-,2004-2005,93
eQpbLFWHFK3L,C+,2026-2027,34
Jd9wQr8ZAAVu,C-,2006-2007,66
Vn9RyQA3VNcd,A,2022-2023,49
Kr1B4HblNTLG,C+,2010-2011,38
GBO0W7eDkOZV,D,2009-2010,77
BWIp4O3I9sfR,A,2011-2012,38
PyIjpRna6yUD,A-,2025-2026,29
sQyG1oinGGPP,D,2019-2020,10
yS8yDl92DH7U,F,2025-2026,11
8SCdGzxX1QeY,C-,2018-2019,20
5l0Bi880kccl,B-,2017-2018,26
gQV66xEYKMsL,C-,2004-2005,16
