id,day,school_year,start_time,end_time
wwaCHrZmlXBl,Thursday,2022-2023,11:36:55,14:26:36
M3LAEo3QBCC6,Friday,2023-2024,20:37:27,04:04:58
9iUg3kqTfJMk,Friday,2009-2010,15:37:25,06:46:43
mZ5WbbUCp68k,Monday,2012-2013,17:21:53,18:27:31
rRUkOYGhxVnU,Monday,2026-2027,00:44:49,22:20:29
uKaDRfUcV8zL,Tuesday,2004-2005,12:41:07,16:50:06
ukE8kTGincPV,Wednesday,2024-2025,10:54:05,06:12:40
kPj9ccfzlSV2,Friday,2020-2021,20:16:22,19:07:26
e1yAKbDkCIHR,Friday,2025-2026,20:19:48,13:34:20
yDK8GFhOYOle,Monday,2012-2013,13:21:42,04:56:04
juO8o9ThwKvc,Wednesday,2020-2021,08:05:05,05:54:37
NbZRIf2MwBFU,Monday,2023-2024,22:53:03,10:54:54
W3T3qjZ9soXg,Monday,2011-2012,21:51:18,00:23:28
0HgUag809PGJ,Saturday,2016-2017,07:08:43,01:03:00
PaLyC6l1Fsfa,Thursday,2026-2027,18:46:44,08:56:40
1PJ7HYWN2HBn,Saturday,2012-2013,20:48:47,08:22:05
b5BQmpDT0kh6,Wednesday,2002-2003,15:47:42,01:06:44
5B44aSzhFnyt,Saturday,2026-2027,06:53:48,12:37:57
fJ1erXlAKklW,Sunday,2006-2007,22:44:30,09:25:56
PRqjPx6K3TsV,Saturday,2006-2007,02:01:19,01:07:01
WCnDS8EAS4ZE,Wednesday,2015-2016,06:31:27,16:09:46
NgiZ6GdBQmNU,Wednesday,2015-2016,19:52:55,10:38:25
7vYGlgqMkPkD,Saturday,2011-2012,01:42:43,19:21:32
WEyqe2WRx6qt,Monday,2025-2026,00:45:13,07:57:28
ON5lskQunWhz,Tuesday,2009-2010,18:28:24,16:22:37
uks5OefW0Ujc,Wednesday,2022-2023,03:56:57,16:48:09
PqJzffifDMoW,Thursday,2018-2019,08:46:12,11:19:45
cGTc2DrAZMwD,Saturday,2017-2018,02:16:17,00:35:45
BHQOhEKMEFXe,Saturday,2008-2009,17:39:28,11:57:00
t3Mm3vgcm3rL,Thursday,2024-2025,16:23:53,17:40:48
9sZd6rzDW5SZ,Thursday,2002-2003,13:09:19,08:34:21
idF02MTxUpMI,Tuesday,2025-2026,23:22:32,06:20:14
FfchcRqt4pXw,Thursday,2017-2018,20:23:45,07:27:22
SGNcDAUGdB8k,Thursday,2020-2021,20:05:40,08:18:48
zSXyp9Tpp1tl,Friday,2017-2018,02:38:27,05:39:52
0gfTKhC2byxf,Saturday,2018-2019,18:25:01,11:32:42
2TQQWOifjVNa,Thursday,2019-2020,05:14:53,16:48:09
ZanAAx1OCT1d,Monday,2016-2017,08:31:16,12:01:43
EdD9bxtnw9ks,Wednesday,2009-2010,09:11:25,14:46:27
ZRI3xGNGpCqb,Monday,2013-2014,20:47:28,11:28:39
X2FjecPdTGUV,Friday,2013-2014,15:39:59,06:20:59
LFNil5P2LPJ5,Monday,2015-2016,06:12:40,20:52:52
OvFOeGTpvYxQ,Sunday,2025-2026,22:22:17,06:46:41
QbLGZrf7RZmm,Monday,2026-2027,11:56:14,13:58:37
ux7VItJY9Z6J,Sunday,2005-2006,16:42:07,01:57:53
oGTrSzAimF2r,Wednesday,2015-2016,12:13:52,15:45:25
BqtWAbNySsAz,Friday,2002-2003,15:57:14,19:59:09
Bn47Reb4x5DK,Saturday,2001-2002,04:38:11,03:29:20
0UJua9bVVKn2,Tuesday,2016-2017,20:06:15,20:37:35
pJDG0lN1vMT3,Monday,2013-2014,09:22:26,21:40:38
wIeBgVZj0IuB,Saturday,2001-2002,15:39:39,21:30:23
C89BzZGAtbGj,Tuesday,2009-2010,13:01:43,01:08:49
O1qTbsIKoYCx,Sunday,2023-2024,12:50:41,09:20:41
e34LgkwVKunC,Wednesday,2025-2026,23:16:17,08:02:02
3iaVproRwpo1,Sunday,2008-2009,13:26:36,10:57:42
raBep7SSLWzT,Wednesday,2020-2021,06:30:10,00:33:16
LwrlnGFrIa5x,Friday,2020-2021,22:17:47,05:54:44
CjQgjhhW5wlK,Monday,2006-2007,00:25:12,12:54:19
YRsS0cOF3JBB,Monday,2023-2024,12:17:51,23:35:32
UQACAsdVeM4I,Monday,2020-2021,21:07:44,18:19:23
RRGHA684aKMr,Thursday,2023-2024,14:19:06,16:23:56
HuvJidWD3O33,Monday,2019-2020,03:05:53,05:45:18
6OPdUFuqaQYt,Thursday,2018-2019,04:05:00,10:27:56
a0vfWjEuJMO1,Monday,2016-2017,10:42:48,09:54:29
df0L7a11YUgY,Tuesday,2025-2026,00:02:08,10:51:43
1nJZheXffroV,Saturday,2024-2025,23:07:51,21:13:08
PPY2qDVRDqKH,Wednesday,2013-2014,21:38:02,17:59:17
F4mingCDQbvu,Thursday,2003-2004,06:38:03,13:52:14
HBHada0J9TYf,Monday,2013-2014,22:49:11,21:23:56
VkrynAZ6oJ81,Sunday,2027-2028,08:03:59,18:18:54
NjBGu5IRlLvd,Friday,2009-2010,12:03:25,05:02:04
LFZmMsJw21FP,Tuesday,2026-2027,05:03:05,17:28:56
bsAlS2DNko2A,Wednesday,2011-2012,21:55:22,21:13:42
gqG0Bhhfn3wP,Saturday,2012-2013,19:31:20,03:08:15
X390PYsN7q1i,Monday,2001-2002,09:22:30,08:33:25
y3ASyq05sepJ,Monday,2015-2016,01:20:42,16:45:30
OnpIb84yHBCP,Tuesday,2013-2014,07:11:24,04:11:49
d4fGs9BXk0BL,Wednesday,2026-2027,16:04:22,18:31:02
6DQ3hFvZp0vw,Tuesday,2018-2019,11:52:37,15:57:49
NvDQGXLj6PVO,Tuesday,2025-2026,23:38:38,21:30:14
8NUbiYYNrB5b,Wednesday,2006-2007,10:49:26,08:11:28
yHjeCZjDAh44,Tuesday,2022-2023,09:22:21,01:37:01
zf20CveswjU5,Sunday,2011-2012,16:51:19,04:55:15
LE973Kqk19pd,Thursday,2021-2022,12:26:46,15:16:57
lzXf6PU3NhKw,Sunday,2025-2026,09:25:15,19:19:19
NrrRUz6A1Z5F,Tuesday,2006-2007,01:16:28,00:34:48
qMrefpfs1w1b,Wednesday,2006-2007,14:16:23,19:34:00
wUnhd0UmOc7Y,Thursday,2012-2013,20:17:58,08:18:46
2hyy0p13nMK8,Wednesday,2019-2020,19:40:54,15:07:54
myKImNMgI7NZ,Sunday,2024-2025,14:00:41,12:22:10
XD5MU2vannay,Friday,2027-2028,10:44:06,23:58:21
6zNfD82VHcA7,Monday,2022-2023,08:35:59,12:08:24
MGkw8katHMzH,Thursday,2014-2015,04:08:37,11:22:42
rpo4XyC8BhlZ,Monday,2018-2019,02:46:36,12:47:55
uCvTt3SsJR7S,Sunday,2015-2016,08:26:46,08:41:15
14joNokIBysd,Wednesday,2001-2002,07:12:49,01:27:52
1e6fStJMzsfC,Wednesday,2023-2024,19:43:51,03:42:49
gm8xCZiRnuj6,Friday,2002-2003,16:39:42,14:35:54
bbWZQepIRpIN,Friday,2001-2002,00:50:28,21:11:52
f2WTmHYOcckC,Thursday,2012-2013,01:31:22,14:39:58
g3yW4nhNZwvJ,Tuesday,2004-2005,11:17:56,09:31:20
uiCV5DbnoTud,Tuesday,2021-2022,12:06:27,21:04:00
WENUc92eT2h4,Saturday,2021-2022,17:34:57,16:26:49
tziRPnnEEYzz,Wednesday,2006-2007,04:48:42,02:09:30
H6sA5ZZUGcQQ,Thursday,2006-2007,01:05:54,23:13:55
HTzMMUtns2yT,Wednesday,2024-2025,05:25:15,20:00:34
jfsVOkSJv3eD,Monday,2015-2016,20:53:04,03:08:00
oCmNSv9mG1mR,Saturday,2003-2004,18:08:54,13:17:57
uZVjtUOrFuq1,Tuesday,2025-2026,01:48:52,17:00:07
HuKXtDdZIG7S,Friday,2026-2027,23:57:14,08:55:01
gTW5hGlJ4wWD,Thursday,2020-2021,11:37:31,16:15:03
G6L00K1yznbV,Wednesday,2023-2024,09:26:19,12:17:53
AHENjnYcuiGW,Friday,2010-2011,04:53:22,02:54:59
6bBLE7tdiCIR,Thursday,2017-2018,09:26:45,02:51:34
YPnwM8he9eZf,Tuesday,2023-2024,20:34:01,07:15:48
Tqt1Y4y5AaMn,Monday,2002-2003,21:39:39,03:24:24
w1h2YB16tsqq,Sunday,2014-2015,02:27:45,14:12:24
e15NNxr8vGPv,Friday,2010-2011,09:20:44,18:56:57
MRb9S0ES0cD2,Tuesday,2013-2014,23:53:01,18:43:49
DKhYVfgXL9xd,Friday,2015-2016,22:22:43,03:26:56
n8om398zjpDu,Tuesday,2021-2022,11:30:37,06:33:30
4XzVob9nwFiD,Friday,2016-2017,16:44:47,19:00:54
5v3ZdfkPlGg7,Saturday,2023-2024,10:27:18,00:52:22
6ctsovJPhUBb,Monday,2011-2012,06:37:39,20:46:02
kVxpJIOXatj8,Thursday,2012-2013,18:37:41,22:15:28
EkFuQVNfnr78,Thursday,2015-2016,01:57:30,23:42:30
aUjCeghfTKFF,Wednesday,2020-2021,15:52:50,17:23:15
qkvjfgZmRndZ,Tuesday,2020-2021,12:02:55,15:40:14
3k2oMkeOIskg,Monday,2021-2022,01:03:16,10:07:14
cWULnHG9ae29,Monday,2007-2008,06:19:16,14:53:48
aZY3zO39xN5u,Wednesday,2011-2012,11:54:38,13:44:06
Z7bZxvTb7d5G,Monday,2024-2025,04:50:40,00:47:21
NdlPDgfNT1NB,Saturday,2016-2017,17:44:21,20:46:19
b2t3LVzlGPxK,Saturday,2009-2010,17:21:22,07:58:15
QNxlfc2BJ2bQ,Friday,2007-2008,19:13:10,14:18:24
OK8CYG4PG2Gx,Sunday,2015-2016,03:55:56,07:44:35
rohrfRs2whgH,Wednesday,2003-2004,07:38:32,19:26:12
kdlmtaBm4xGl,Thursday,2004-2005,02:34:54,20:19:54
zCut4snqFR1o,Tuesday,2015-2016,11:28:25,05:56:36
lddVmou4q664,Saturday,2003-2004,15:18:39,08:46:41
oFk4Vo04IG6Z,Tuesday,2008-2009,04:26:52,02:26:28
2oc2kg3lsGRG,Friday,2001-2002,18:29:17,11:21:45
wr3huEtCWAjs,Saturday,2008-2009,00:22:14,13:20:05
1T44z1dDnZMo,Monday,2024-2025,20:28:16,13:26:23
PWQnnN23eg4Q,Saturday,2015-2016,23:13:34,21:36:19
XHZ9WM1CNuSA,Thursday,2005-2006,21:15:01,03:49:17
SUDIANogA3Jo,Wednesday,2001-2002,15:47:37,19:42:44
SpeTjSRgj7a4,Wednesday,2012-2013,11:01:23,13:22:00
uDGPx7qkwsOQ,Friday,2003-2004,12:34:03,00:22:35
cFR7h3ruxWoQ,Monday,2005-2006,23:18:22,21:47:33
QUwpLLTTPCYi,Monday,2013-2014,16:30:05,21:14:11
na7rYtd7ax9j,Monday,2026-2027,16:35:00,14:13:13
rf7AzVM5zrqY,Thursday,2011-2012,02:21:47,12:44:59
Nl6iWR9AkZHT,Thursday,2020-2021,20:31:23,22:05:19
3TnPCi8xBsHR,Tuesday,2012-2013,03:47:59,13:07:21
TYjkuIRo2Edh,Friday,2016-2017,02:17:30,19:18:17
WVajQF7I2wSH,Sunday,2009-2010,03:41:01,07:52:58
UQQwqVlkClan,Friday,2021-2022,18:53:48,06:40:31
YatVIFPRtCAK,Friday,2012-2013,19:19:30,13:37:11
4gFlbtiCWUMm,Wednesday,2012-2013,12:29:36,07:45:21
or0zC46Ecnuw,Thursday,2010-2011,12:19:14,21:54:12
32qbueyPNJmt,Monday,2013-2014,07:07:34,11:13:49
fxkQiAH7Wa35,Wednesday,2009-2010,18:55:43,07:25:27
5etjViYyMMsY,Monday,2005-2006,13:55:19,01:55:49
5kkBqviAEfc6,Wednesday,2019-2020,07:01:57,22:40:29
Njl5nsFaYjo0,Thursday,2017-2018,13:50:56,07:09:44
rRHUWBA7sshZ,Thursday,2003-2004,23:06:47,05:20:47
cQYPgT2BwViF,Friday,2012-2013,17:50:46,11:27:27
AHCGWcWYz63W,Monday,2012-2013,23:36:46,06:34:34
tsAokIiy8Tp1,Wednesday,2003-2004,03:26:17,18:41:32
4hNv8cgaO4ib,Thursday,2022-2023,06:07:06,14:34:42
WdNT2uQxSzrE,Tuesday,2008-2009,10:10:21,08:49:21
yUATN2sL7H1D,Saturday,2009-2010,09:32:03,08:44:39
SFTcXZWBrn2m,Monday,2023-2024,02:38:56,08:06:57
gxwOII9z8NqV,Tuesday,2010-2011,19:04:04,13:29:51
5aA3hT7dKUhs,Wednesday,2027-2028,01:46:25,18:01:12
uru2f3DeyDFk,Thursday,2026-2027,15:56:39,03:07:16
eBXmQQd90LXS,Tuesday,2001-2002,20:42:36,19:46:42
4tT2CgV1KTlX,Wednesday,2001-2002,08:15:47,00:03:29
sQjUXnZL4MQX,Friday,2022-2023,15:48:32,08:27:44
m99JRWbqiHxY,Monday,2018-2019,15:19:19,12:28:52
C2aQJtdkZj4p,Saturday,2004-2005,20:31:40,06:42:11
iQkFvnvyytgV,Friday,2022-2023,23:12:56,12:17:28
yduHf0r5jMLP,Sunday,2027-2028,06:29:53,15:45:06
4gkIQRXkxab9,Saturday,2003-2004,04:00:13,02:56:24
rsWjktKoiKiD,Saturday,2020-2021,14:37:09,16:57:54
DEz7mOkLU31M,Thursday,2007-2008,17:16:28,12:53:06
5ChLDYj1fhr9,Wednesday,2007-2008,14:00:08,22:35:33
GmdSUYAwGLow,Wednesday,2015-2016,13:35:39,11:15:29
m8uEMadbuaOE,Sunday,2025-2026,03:36:26,09:03:22
87LYpSlGoOwu,Thursday,2019-2020,01:50:44,05:23:03
fNLkksfGHdwE,Monday,2008-2009,13:11:24,11:08:00
qXWuqUZgjNCC,Wednesday,2006-2007,15:31:07,11:34:00
FIu5NnEta8Mh,Wednesday,2009-2010,18:10:09,07:27:28
qbBKPVqKuQdl,Tuesday,2024-2025,09:58:34,05:51:14
FG97VViDfBQq,Monday,2024-2025,23:10:12,21:13:16
u4tN0INEX5cU,Sunday,2022-2023,17:45:20,05:18:56
4WCORzAxAatP,Wednesday,2010-2011,23:59:57,22:37:54
D1AUzODg6j2O,Thursday,2023-2024,17:06:08,05:05:51
MN9W0RFRKy96,Sunday,2021-2022,20:20:10,18:49:30
amGr9PC9OzRM,Thursday,2008-2009,13:44:58,23:57:46
QLwGjboEmyKD,Tuesday,2015-2016,07:32:32,21:27:17
Q0QGwoOzSmrX,Friday,2010-2011,19:25:04,23:43:48
vIFLIQNeDqs8,Friday,2002-2003,01:38:41,13:07:08
7jaIqKF6JR0B,Wednesday,2014-2015,02:30:06,21:25:22
u81mFBqUMB1E,Thursday,2004-2005,22:44:18,08:04:16
WyCTQ85SFBDC,Wednesday,2007-2008,01:44:42,18:05:48
7MhW2CP9KnvB,Monday,2015-2016,06:47:44,03:09:45
Y9FSWyYLNgJt,Thursday,2019-2020,05:01:48,16:56:31
yXEDuQo4uce0,Wednesday,2012-2013,10:17:55,23:42:40
wN9sCeht5avK,Monday,2018-2019,00:22:26,03:22:05
mpAihPh7cOJ9,Thursday,2012-2013,10:51:49,05:02:21
6uy8LQRvIvJ9,Monday,2010-2011,11:45:55,02:42:20
4fRxmHy7774H,Tuesday,2020-2021,00:07:45,04:34:06
XeXw7xWQcoTl,Friday,2027-2028,12:21:12,22:47:53
0Jh7lgNSPjcd,Monday,2015-2016,08:00:04,05:29:12
1Ap8E2KMs5wp,Monday,2008-2009,10:11:47,03:01:27
y5jIA6nTACqw,Monday,2003-2004,16:20:52,19:57:01
nxjjpBf74HQ5,Sunday,2011-2012,22:19:03,11:39:02
2KluJqFfGqs7,Sunday,2017-2018,02:35:26,06:38:02
B51EpZtEMGcP,Tuesday,2001-2002,01:24:53,20:12:40
kzP8kPdAbjJf,Tuesday,2013-2014,10:00:40,13:50:15
uxCxeyehRa7K,Saturday,2020-2021,08:10:09,02:58:13
RybcPmOjTnU0,Wednesday,2005-2006,23:33:39,15:59:18
adrYdHshNy9K,Friday,2013-2014,01:39:02,06:28:31
UXT9hBiyB5XG,Thursday,2013-2014,03:42:49,02:48:28
6NQtHEFM9TdG,Saturday,2025-2026,21:54:43,17:38:27
UNFAMqapp8SR,Wednesday,2012-2013,17:25:58,02:20:45
iOHysLTASbVG,Thursday,2021-2022,10:43:44,10:54:50
qhwF7JHEEU8B,Saturday,2009-2010,10:41:37,13:04:47
RQz96tVz66sn,Sunday,2008-2009,06:07:03,22:11:46
ziglIDYYmXcu,Saturday,2015-2016,03:13:48,08:59:09
I3GS6SyUKmMb,Saturday,2006-2007,11:23:15,02:39:44
fZrRC3ZWpRs8,Tuesday,2008-2009,08:48:07,07:02:19
mF4NuJLngc4g,Sunday,2020-2021,17:08:12,12:47:04
k1NrvOAoQY36,Wednesday,2022-2023,01:49:13,21:56:10
gGSwpQeK3mrc,Tuesday,2022-2023,19:08:15,09:28:25
CHAsBOYjhNbF,Friday,2018-2019,17:49:01,16:44:46
CfNww9OiTeZd,Wednesday,2004-2005,22:53:05,21:10:04
Q44tEorpJtuV,Tuesday,2012-2013,07:28:12,01:21:54
bKoY2RBLBBDp,Friday,2012-2013,21:57:13,17:08:33
ToQlYQWygNrm,Thursday,2008-2009,02:30:25,13:32:38
S3arsXb2iHTU,Thursday,2022-2023,05:59:44,07:29:52
ZpkWp9e5dYdM,Monday,2013-2014,09:22:31,04:10:21
RLMVvLWYSkBb,Monday,2015-2016,08:16:51,04:37:08
nHlLV84BSkoG,Wednesday,2005-2006,15:43:02,00:56:08
u6oOP3ntbIi4,Saturday,2009-2010,20:07:23,04:46:08
GD9QvbVzPSp1,Friday,2009-2010,09:43:23,09:51:33
m5wLmHj1ge2K,Friday,2006-2007,03:03:00,17:46:23
vTaE0v4BwxSq,Tuesday,2022-2023,17:53:49,03:07:06
lYtvAVPQD9cX,Friday,2011-2012,23:10:42,02:53:47
Xf9PPO96HNt9,Sunday,2027-2028,14:01:20,19:32:07
vliqvWyHKWTk,Friday,2020-2021,08:02:12,06:24:35
pRDRnZ0KhJVM,Monday,2003-2004,04:49:52,01:11:07
cDdBjRx1Lavl,Saturday,2023-2024,22:20:31,05:03:45
uQawDdTCmttH,Wednesday,2002-2003,09:53:32,04:59:19
ReAdOHwG4AFf,Thursday,2023-2024,19:22:09,14:16:38
XEha2MTAMVk7,Sunday,2024-2025,09:28:11,13:52:27
jtcHRmJF1I68,Saturday,2005-2006,20:24:02,11:23:25
7GlezAL3r0G0,Sunday,2018-2019,03:14:45,13:16:48
GyHY5tp0TYUz,Tuesday,2007-2008,08:28:06,06:23:31
YMOIRpAYXjKQ,Monday,2023-2024,05:13:19,20:20:47
CD9LzBMbAQZT,Sunday,2002-2003,19:05:58,22:25:10
QQZFgXHzcuwc,Friday,2027-2028,07:13:54,15:15:00
CsxQwKhyFm4f,Friday,2027-2028,11:05:35,23:19:16
zIbCNynaJo70,Wednesday,2009-2010,00:33:07,07:35:54
l3FZthBSpnei,Thursday,2021-2022,09:11:18,22:44:28
njuXaUzglBl3,Saturday,2018-2019,03:50:05,12:12:58
VCXROlnR07Zr,Monday,2016-2017,07:18:39,01:50:34
5fQELBJkoBEC,Friday,2022-2023,19:30:10,04:13:45
BGlvc0QAqspW,Saturday,2013-2014,08:34:43,17:50:24
yGx9z6YGhl5S,Sunday,2024-2025,23:15:03,02:58:31
E5bLCDVRSPxm,Saturday,2005-2006,06:18:13,16:08:11
17B6g6NX3Rjt,Thursday,2018-2019,22:45:46,05:22:08
2ixtnYUacyHB,Monday,2010-2011,22:17:58,02:49:28
v6FxKLVOoO8D,Thursday,2022-2023,07:35:31,06:30:01
6mnB5SiXsapS,Wednesday,2026-2027,23:30:38,22:52:09
pnw7AO6y4gYr,Friday,2023-2024,11:33:27,02:12:12
SLyYPoOlaIdS,Friday,2013-2014,22:32:17,22:54:49
VtcaswzLnhLy,Monday,2002-2003,10:53:48,07:13:22
YI87qXbupsgR,Tuesday,2003-2004,01:27:44,08:16:53
82WlDwxuMARk,Monday,2022-2023,11:41:03,04:02:23
OTrlmMBRTjSk,Thursday,2019-2020,21:50:54,22:55:46
9zaRtEkwtBvs,Thursday,2021-2022,11:29:36,14:33:28
KNY1KE7q9Ybq,Saturday,2023-2024,03:07:01,06:57:20
15doyvu0o7nL,Wednesday,2008-2009,16:14:11,01:13:40
0SfbSMnuJaet,Saturday,2003-2004,08:12:12,18:42:47
5fi136BgXmWk,Wednesday,2025-2026,09:43:43,13:39:20
bY99t0wFgOVE,Tuesday,2019-2020,03:04:30,00:16:52
UOrSiEpwdAx5,Tuesday,2019-2020,00:25:51,17:21:06
WlvhuW4b2e0L,Sunday,2014-2015,10:55:20,11:58:03
3U6UXSIg3vGL,Wednesday,2022-2023,09:35:31,02:40:44
YUEPvL4oYaHe,Saturday,2011-2012,10:54:00,18:18:36
tvgB6xL4IDkk,Wednesday,2021-2022,18:40:45,06:24:39
X08u1jxS3TkL,Tuesday,2022-2023,05:38:02,06:45:09
jpDZLxCFNaOO,Saturday,2023-2024,19:58:27,11:49:16
OSNcoMVzwdNV,Friday,2017-2018,06:09:25,22:32:53
LqeYjrRYr7Pl,Friday,2015-2016,07:09:37,20:33:54
P2tNm1H02FoF,Sunday,2022-2023,21:24:30,03:57:09
nAoaJHhoUtjF,Wednesday,2006-2007,22:23:55,16:58:17
91c3iNsjkSZZ,Tuesday,2006-2007,04:35:23,08:32:53
VFkOFdTdYxcD,Thursday,2023-2024,02:57:06,16:36:43
CLvmaHnZwgTW,Thursday,2014-2015,18:53:48,05:28:18
8vDx0YLBtWzu,Tuesday,2019-2020,04:32:39,20:22:43
W3RyPNDioRdN,Monday,2012-2013,10:08:48,07:45:59
3jQtPErkpOuh,Tuesday,2013-2014,05:43:39,21:59:08
e0hQHEmPwBfp,Tuesday,2010-2011,10:41:52,00:39:21
4y1uv9T48Edk,Sunday,2023-2024,00:00:59,17:07:31
q6OY0iWJ9CPs,Sunday,2015-2016,09:41:04,11:03:40
DYhclk7A4lSy,Wednesday,2006-2007,00:22:34,19:19:44
NWiTMYNklXlA,Tuesday,2019-2020,00:57:33,00:22:30
vpmwBecknfRB,Sunday,2003-2004,00:41:13,12:01:35
6QsyyI4Y2tzn,Friday,2024-2025,21:52:04,12:06:21
u1gnmc7GsDbD,Tuesday,2026-2027,18:50:53,09:51:46
bgIgK950JSVd,Tuesday,2002-2003,22:17:04,08:52:20
k2bOm92Fuo1u,Friday,2001-2002,09:38:20,19:58:56
AEB55jlFtBVw,Saturday,2019-2020,12:06:45,19:45:39
zuy7B2PjDtTE,Wednesday,2003-2004,14:04:48,22:09:35
Up2FmsnOrmgd,Thursday,2022-2023,13:30:32,21:14:43
qb5VQnjOruAj,Wednesday,2016-2017,07:49:49,20:29:44
W9MTl08SLeCR,Thursday,2024-2025,14:18:16,22:21:42
5J0Hk32DdHry,Sunday,2009-2010,18:34:05,18:15:14
kfRrosgS1gGt,Tuesday,2016-2017,01:06:43,01:00:12
JFyhQaHpUXwI,Tuesday,2021-2022,09:08:13,20:05:23
VKmrxk8J7uW8,Monday,2024-2025,08:13:16,09:31:43
vmFywuKbIVlT,Saturday,2006-2007,03:58:51,22:01:45
yArzpqb5CfvQ,Monday,2025-2026,08:58:26,09:52:21
PCJ6bHEWDfFb,Saturday,2008-2009,03:55:08,11:19:24
40Q9bHA4mpjV,Wednesday,2026-2027,18:29:04,17:53:54
MCOlmCLy0R4V,Saturday,2008-2009,00:32:51,19:26:49
D9z8IvBoCt7j,Wednesday,2003-2004,20:10:26,10:29:14
GjQWImjGY7lf,Sunday,2016-2017,22:17:28,16:58:32
ktSUsphwNeou,Tuesday,2022-2023,22:53:07,02:10:36
OKcuOoWdklXQ,Friday,2015-2016,10:39:19,02:06:08
uE2e2rr1cg0h,Friday,2009-2010,02:09:28,02:29:52
JuHlmlAwQcIm,Monday,2027-2028,20:47:31,15:02:43
mJ0HTwLNpOD8,Thursday,2004-2005,20:19:51,05:06:11
DnCbMffYCHWm,Thursday,2024-2025,06:43:54,04:45:47
Kksv00RaApCu,Monday,2024-2025,23:05:34,23:48:20
AA4JMUSBQpAg,Sunday,2020-2021,06:40:26,06:12:55
yRzcLrSBWcsS,Tuesday,2010-2011,02:26:55,07:06:50
rl2gCpPjANto,Monday,2011-2012,06:48:17,07:27:01
cm3e8Fc9Via3,Tuesday,2004-2005,04:23:52,07:17:27
8lCniXAP87HB,Saturday,2006-2007,11:22:16,03:00:28
TEmJLGWm2mtB,Friday,2005-2006,14:31:42,07:39:55
yCeenziVVJR3,Monday,2008-2009,20:19:45,07:06:09
va7glQPsjlrR,Tuesday,2018-2019,16:36:02,09:05:12
r4FuF1Spr6wP,Sunday,2016-2017,20:56:50,03:41:15
XxXxM8Dxgog6,Thursday,2012-2013,18:14:36,12:08:05
El4zQxPt6rM5,Sunday,2019-2020,03:02:15,14:15:11
O6rh4ZGasLv9,Sunday,2002-2003,23:50:46,10:24:07
wMwMKnVEeVE6,Tuesday,2026-2027,22:40:48,17:39:04
j9FSKgMgOXqu,Monday,2015-2016,16:55:36,21:04:25
zKY0qqUA5cur,Monday,2004-2005,08:23:59,17:17:35
o7b2DHTLRF3y,Saturday,2023-2024,15:53:20,12:46:39
bqjYFFbvUTEA,Saturday,2019-2020,21:19:53,11:21:41
2s6OxCI6z2iR,Wednesday,2013-2014,20:58:52,13:33:08
d6OTxpuaQXX8,Friday,2022-2023,03:04:57,14:57:10
NE3b3UXQfIg1,Saturday,2023-2024,00:20:26,21:19:03
YIKxUde3vpGN,Tuesday,2013-2014,17:22:14,15:05:01
j3qaKEo6RWAc,Friday,2018-2019,12:18:19,06:02:25
tO0LxpFISFTa,Sunday,2014-2015,14:29:43,01:35:31
Ey4yHGCRORGO,Saturday,2007-2008,07:11:15,11:15:26
VdWbyHVf5dys,Thursday,2020-2021,22:56:15,18:39:24
RnHqectstg6e,Saturday,2019-2020,06:00:00,10:05:46
6Nr0SMxCRbJi,Sunday,2027-2028,17:26:04,19:53:36
zc5ui6zekux5,Friday,2017-2018,00:20:26,17:14:48
bCLtJjgCiiwk,Monday,2027-2028,19:32:45,01:07:37
JvATCVCWT9lZ,Monday,2023-2024,02:33:51,22:13:54
BadeVqCMxXcc,Monday,2012-2013,03:59:54,10:34:44
l5SeuwwVqHPy,Thursday,2013-2014,07:47:51,23:40:37
kPPVEjlzMrVq,Friday,2013-2014,21:06:01,04:18:51
deqtdqGgbioz,Thursday,2015-2016,06:38:55,08:25:38
DQDfMmBnIomY,Thursday,2008-2009,04:03:35,18:10:39
d40a8bVJfszp,Thursday,2025-2026,11:25:47,22:18:53
BfiRclPPDukH,Thursday,2026-2027,02:51:49,19:07:58
3Lm7LSeA2CdL,Tuesday,2008-2009,18:26:39,09:52:54
w88cynp8xOeh,Wednesday,2022-2023,03:37:36,08:40:28
Nx3n8Wg5qmKz,Monday,2020-2021,15:40:40,01:19:44
NfqZAvnS6Tti,Friday,2006-2007,11:13:48,03:12:39
UUbZmfS2S3QK,Monday,2015-2016,05:57:12,09:49:31
xut8xO9RoFTB,Tuesday,2016-2017,20:31:36,04:57:23
GpbJWPL7otaU,Saturday,2011-2012,15:56:22,13:00:22
TkOs1qydX4iJ,Friday,2025-2026,18:49:51,00:10:29
04GrqC5xmDfg,Friday,2003-2004,01:31:37,05:01:35
KJqQSTqFpDWv,Tuesday,2017-2018,08:37:49,18:02:22
iFnwlBQ35Uj5,Friday,2010-2011,15:05:25,20:46:48
eV7iB1iiCdck,Friday,2025-2026,20:27:20,09:52:09
ufDNG7SNl5XP,Tuesday,2017-2018,19:09:38,01:58:02
DxvdWIOfURCV,Thursday,2009-2010,12:19:43,04:31:32
VhsjrY2qNzBM,Tuesday,2010-2011,01:00:53,00:03:46
bsHcuhsuHktb,Thursday,2020-2021,08:18:33,18:20:38
yMrM8nAtrAG2,Friday,2025-2026,22:55:31,00:35:42
twU86Sg5LXTU,Friday,2010-2011,17:04:00,03:34:39
